coupon,SmsCouponHistoryDetail.java,mall\\mall-portal\\src\\main\\java\\com\\macro\\mall\\portal\\domain\\SmsCouponHistoryDetail.java,"<association property=""coupon"" resultMap=""com.macro.mall.mapper.SmsCouponMapper.BaseResultMap"" columnPrefix=""c_"">",6,SmsCouponHistoryDao.xml,mall\mall-portal\src\main\resources\dao\SmsCouponHistoryDao.xml
detailDesc,PmsProduct.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsProduct.java,"<if test=""detailDesc != null"">",805,PmsProductMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsProductMapper.xml
tagId,UmsMemberMemberTagRelation.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberMemberTagRelation.java,"<if test=""tagId != null"">",124,UmsMemberMemberTagRelationMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMemberTagRelationMapper.xml
tagId,UmsMemberMemberTagRelation.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberMemberTagRelation.java,"<if test=""record.tagId != null"">",144,UmsMemberMemberTagRelationMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMemberTagRelationMapper.xml
tagId,UmsMemberMemberTagRelation.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberMemberTagRelation.java,tag_id = #{record.tagId*jdbcType=BIGINT}*,145,UmsMemberMemberTagRelationMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMemberTagRelationMapper.xml
tagId,UmsMemberMemberTagRelation.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberMemberTagRelation.java,"<if test=""tagId != null"">",167,UmsMemberMemberTagRelationMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMemberTagRelationMapper.xml
tagId,UmsMemberMemberTagRelation.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberMemberTagRelation.java,tag_id = #{tagId*jdbcType=BIGINT}*,168,UmsMemberMemberTagRelationMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMemberTagRelationMapper.xml
tagId,UmsMemberMemberTagRelation.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberMemberTagRelation.java,tag_id = #{tagId*jdbcType=BIGINT},176,UmsMemberMemberTagRelationMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMemberTagRelationMapper.xml
tagId,UmsMemberMemberTagRelation.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberMemberTagRelation.java,values (#{memberId*jdbcType=BIGINT}* #{tagId*jdbcType=BIGINT}),105,UmsMemberMemberTagRelationMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMemberTagRelationMapper.xml
tagId,UmsMemberMemberTagRelation.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberMemberTagRelation.java,"<if test=""tagId != null"">",116,UmsMemberMemberTagRelationMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMemberTagRelationMapper.xml
tagId,UmsMemberMemberTagRelation.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberMemberTagRelation.java,"<result column=""tag_id"" jdbcType=""BIGINT"" property=""tagId"" />",7,UmsMemberMemberTagRelationMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMemberTagRelationMapper.xml
tagId,UmsMemberMemberTagRelation.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberMemberTagRelation.java,tag_id = #{record.tagId*jdbcType=BIGINT},156,UmsMemberMemberTagRelationMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMemberTagRelationMapper.xml
tagId,UmsMemberMemberTagRelation.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberMemberTagRelation.java,#{tagId*jdbcType=BIGINT}*,125,UmsMemberMemberTagRelationMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMemberTagRelationMapper.xml
inviteFriendCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,#{inviteFriendCount*jdbcType=INTEGER}* #{recentOrderTime*jdbcType=TIMESTAMP}),130,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
inviteFriendCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,invite_friend_count = #{inviteFriendCount*jdbcType=INTEGER}*,382,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
inviteFriendCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<result column=""invite_friend_count"" jdbcType=""INTEGER"" property=""inviteFriendCount"" />",19,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
inviteFriendCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,invite_friend_count = #{record.inviteFriendCount*jdbcType=INTEGER}*,284,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
inviteFriendCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<if test=""inviteFriendCount != null"">",224,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
inviteFriendCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<if test=""record.inviteFriendCount != null"">",283,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
inviteFriendCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,invite_friend_count = #{inviteFriendCount*jdbcType=INTEGER}*,359,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
inviteFriendCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<if test=""inviteFriendCount != null"">",177,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
inviteFriendCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,invite_friend_count = #{record.inviteFriendCount*jdbcType=INTEGER}*,310,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
inviteFriendCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<if test=""inviteFriendCount != null"">",358,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
inviteFriendCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,#{inviteFriendCount*jdbcType=INTEGER}*,225,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
perLimit,SmsCoupon.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsCoupon.java,per_limit = #{perLimit*jdbcType=INTEGER}*,356,SmsCouponMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsCouponMapper.xml
perLimit,SmsCoupon.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsCoupon.java,"<if test=""perLimit != null"">",207,SmsCouponMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsCouponMapper.xml
perLimit,SmsCoupon.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsCoupon.java,per_limit = #{record.perLimit*jdbcType=INTEGER}*,321,SmsCouponMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsCouponMapper.xml
perLimit,SmsCoupon.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsCoupon.java,#{perLimit*jdbcType=INTEGER}*,208,SmsCouponMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsCouponMapper.xml
perLimit,SmsCoupon.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsCoupon.java,"<if test=""record.perLimit != null"">",272,SmsCouponMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsCouponMapper.xml
perLimit,SmsCoupon.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsCoupon.java,#{count*jdbcType=INTEGER}* #{amount*jdbcType=DECIMAL}* #{perLimit*jdbcType=INTEGER}*,127,SmsCouponMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsCouponMapper.xml
perLimit,SmsCoupon.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsCoupon.java,per_limit = #{perLimit*jdbcType=INTEGER}*,401,SmsCouponMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsCouponMapper.xml
perLimit,SmsCoupon.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsCoupon.java,"<if test=""perLimit != null"">",355,SmsCouponMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsCouponMapper.xml
perLimit,SmsCoupon.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsCoupon.java,"<result column=""per_limit"" jdbcType=""INTEGER"" property=""perLimit"" />",11,SmsCouponMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsCouponMapper.xml
perLimit,SmsCoupon.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsCoupon.java,"<if test=""perLimit != null"">",154,SmsCouponMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsCouponMapper.xml
perLimit,SmsCoupon.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\SmsCoupon.java,per_limit = #{record.perLimit*jdbcType=INTEGER}*,273,SmsCouponMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\SmsCouponMapper.xml
couponCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,#{couponCount*jdbcType=INTEGER}*,195,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
couponCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,coupon_count = #{couponCount*jdbcType=INTEGER}*,372,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
couponCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<if test=""couponCount != null"">",194,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
couponCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,coupon_count = #{record.couponCount*jdbcType=INTEGER}*,254,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
couponCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<result column=""coupon_count"" jdbcType=""INTEGER"" property=""couponCount"" />",9,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
couponCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,coupon_count = #{couponCount*jdbcType=INTEGER}*,329,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
couponCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<if test=""couponCount != null"">",147,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
couponCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,#{couponCount*jdbcType=INTEGER}* #{commentCount*jdbcType=INTEGER}* #{returnOrderCount*jdbcType=INTEGER}*,126,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
couponCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,coupon_count = #{record.couponCount*jdbcType=INTEGER}*,300,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
couponCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<if test=""couponCount != null"">",328,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
couponCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<if test=""record.couponCount != null"">",253,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
receiveStatus,OmsCompanyAddress.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\OmsCompanyAddress.java,"<if test=""receiveStatus != null"">",133,OmsCompanyAddressMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\OmsCompanyAddressMapper.xml
receiveStatus,OmsCompanyAddress.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\OmsCompanyAddress.java,receive_status = #{record.receiveStatus*jdbcType=INTEGER}*,234,OmsCompanyAddressMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\OmsCompanyAddressMapper.xml
receiveStatus,OmsCompanyAddress.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\OmsCompanyAddress.java,"<if test=""receiveStatus != null"">",254,OmsCompanyAddressMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\OmsCompanyAddressMapper.xml
receiveStatus,OmsCompanyAddress.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\OmsCompanyAddress.java,#{receiveStatus*jdbcType=INTEGER}*,163,OmsCompanyAddressMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\OmsCompanyAddressMapper.xml
receiveStatus,OmsCompanyAddress.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\OmsCompanyAddress.java,receive_status = #{record.receiveStatus*jdbcType=INTEGER}*,204,OmsCompanyAddressMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\OmsCompanyAddressMapper.xml
receiveStatus,OmsCompanyAddress.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\OmsCompanyAddress.java,"<if test=""receiveStatus != null"">",162,OmsCompanyAddressMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\OmsCompanyAddressMapper.xml
receiveStatus,OmsCompanyAddress.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\OmsCompanyAddress.java,receive_status = #{receiveStatus*jdbcType=INTEGER}*,282,OmsCompanyAddressMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\OmsCompanyAddressMapper.xml
receiveStatus,OmsCompanyAddress.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\OmsCompanyAddress.java,"<result column=""receive_status"" jdbcType=""INTEGER"" property=""receiveStatus"" />",8,OmsCompanyAddressMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\OmsCompanyAddressMapper.xml
receiveStatus,OmsCompanyAddress.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\OmsCompanyAddress.java,"<if test=""record.receiveStatus != null"">",203,OmsCompanyAddressMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\OmsCompanyAddressMapper.xml
receiveStatus,OmsCompanyAddress.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\OmsCompanyAddress.java,receive_status = #{receiveStatus*jdbcType=INTEGER}*,255,OmsCompanyAddressMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\OmsCompanyAddressMapper.xml
receiveStatus,OmsCompanyAddress.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\OmsCompanyAddress.java,values (#{addressName*jdbcType=VARCHAR}* #{sendStatus*jdbcType=INTEGER}* #{receiveStatus*jdbcType=INTEGER}*,116,OmsCompanyAddressMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\OmsCompanyAddressMapper.xml
historyIntegration,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,"<result column=""history_integration"" jdbcType=""INTEGER"" property=""historyIntegration"" />",23,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
historyIntegration,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,history_integration = #{historyIntegration*jdbcType=INTEGER},428,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
historyIntegration,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,"<if test=""record.historyIntegration != null"">",316,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
historyIntegration,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,history_integration = #{historyIntegration*jdbcType=INTEGER}*,404,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
historyIntegration,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,#{luckeyCount*jdbcType=INTEGER}* #{historyIntegration*jdbcType=INTEGER}),133,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
historyIntegration,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,#{historyIntegration*jdbcType=INTEGER}*,249,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
historyIntegration,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,"<if test=""historyIntegration != null"">",192,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
historyIntegration,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,history_integration = #{record.historyIntegration*jdbcType=INTEGER}*,317,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
historyIntegration,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,"<if test=""historyIntegration != null"">",248,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
historyIntegration,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,"<if test=""historyIntegration != null"">",403,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
historyIntegration,UmsMember.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMember.java,history_integration = #{record.historyIntegration*jdbcType=INTEGER},344,UmsMemberMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberMapper.xml
returnOrderCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,return_order_count = #{record.returnOrderCount*jdbcType=INTEGER}*,302,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
returnOrderCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<result column=""return_order_count"" jdbcType=""INTEGER"" property=""returnOrderCount"" />",11,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
returnOrderCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<if test=""returnOrderCount != null"">",200,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
returnOrderCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,return_order_count = #{record.returnOrderCount*jdbcType=INTEGER}*,260,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
returnOrderCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,return_order_count = #{returnOrderCount*jdbcType=INTEGER}*,335,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
returnOrderCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<if test=""record.returnOrderCount != null"">",259,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
returnOrderCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,#{couponCount*jdbcType=INTEGER}* #{commentCount*jdbcType=INTEGER}* #{returnOrderCount*jdbcType=INTEGER}*,126,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
returnOrderCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<if test=""returnOrderCount != null"">",334,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
returnOrderCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,return_order_count = #{returnOrderCount*jdbcType=INTEGER}*,374,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
returnOrderCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,"<if test=""returnOrderCount != null"">",153,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
returnOrderCount,UmsMemberStatisticsInfo.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\UmsMemberStatisticsInfo.java,#{returnOrderCount*jdbcType=INTEGER}*,201,UmsMemberStatisticsInfoMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\UmsMemberStatisticsInfoMapper.xml
usePointLimitNew,PmsProductOperateLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsProductOperateLog.java,"<result column=""use_point_limit_new"" jdbcType=""INTEGER"" property=""usePointLimitNew"" />",14,PmsProductOperateLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsProductOperateLogMapper.xml
usePointLimitNew,PmsProductOperateLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsProductOperateLog.java,use_point_limit_new = #{record.usePointLimitNew*jdbcType=INTEGER}*,260,PmsProductOperateLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsProductOperateLogMapper.xml
usePointLimitNew,PmsProductOperateLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsProductOperateLog.java,use_point_limit_new = #{usePointLimitNew*jdbcType=INTEGER}*,295,PmsProductOperateLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsProductOperateLogMapper.xml
usePointLimitNew,PmsProductOperateLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsProductOperateLog.java,#{usePointLimitNew*jdbcType=INTEGER}*,189,PmsProductOperateLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsProductOperateLogMapper.xml
usePointLimitNew,PmsProductOperateLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsProductOperateLog.java,"<if test=""usePointLimitNew != null"">",153,PmsProductOperateLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsProductOperateLogMapper.xml
usePointLimitNew,PmsProductOperateLog.java,mall\\mall-mbg\\src\\main\\java\\com\\macro\\mall\\model\\PmsProductOperateLog.java,use_point_limit_new = #{usePointLimitNew*jdbcType=INTEGER}*,316,PmsProductOperateLogMapper.xml,mall\mall-mbg\src\main\resources\com\macro\mall\mapper\PmsProductOperateLogMapper.xml
